date,open,high,low,close,volume,Symbol,Name,Industry
2018-01-10,55.99,56.7,55.84,56.2,7121771,USB,U.S. Bancorp,Banks
2018-01-11,56.48,56.74,56.22,56.68,6146935,USB,U.S. Bancorp,Banks
2018-01-12,56.96,57.12,56.59,56.98,5339764,USB,U.S. Bancorp,Banks
2018-01-16,57.54,57.69,56.93,57.17,8840208,USB,U.S. Bancorp,Banks
2018-01-17,57.04,57.04,55.37,56.34,9782081,USB,U.S. Bancorp,Banks
2018-01-18,56.52,56.81,56.09,56.15,9218132,USB,U.S. Bancorp,Banks
2018-01-19,56.49,56.52,56.0,56.46,10529331,USB,U.S. Bancorp,Banks
2018-01-22,56.54,57.26,56.54,57.26,7687224,USB,U.S. Bancorp,Banks
2018-01-23,56.86,57.48,56.79,57.18,5449676,USB,U.S. Bancorp,Banks
2018-01-24,57.31,57.94,57.31,57.75,5612742,USB,U.S. Bancorp,Banks
2018-01-25,57.94,58.16,57.68,57.98,5859412,USB,U.S. Bancorp,Banks
2018-01-26,57.96,58.11,57.5,58.11,6057607,USB,U.S. Bancorp,Banks
2018-01-29,58.04,58.5,57.93,57.99,6004012,USB,U.S. Bancorp,Banks
2018-01-30,57.64,58.09,57.39,57.4,5069000,USB,U.S. Bancorp,Banks
2018-01-31,57.31,57.65,57.02,57.14,7893036,USB,U.S. Bancorp,Banks
2018-02-01,56.93,57.46,56.71,57.46,5357587,USB,U.S. Bancorp,Banks
2018-02-02,57.24,57.8,56.78,56.9,7111310,USB,U.S. Bancorp,Banks
2018-02-05,56.37,56.92,54.48,54.62,11580887,USB,U.S. Bancorp,Banks
2018-02-06,53.45,55.3,53.02,54.62,17726436,USB,U.S. Bancorp,Banks
2018-02-07,54.5,55.68,54.4,54.8,11005284,USB,U.S. Bancorp,Banks
2018-01-02,61.04,61.355,60.7,61.09,13819293,WFC,Wells Fargo & Company,Banks
2018-01-03,61.22,61.77,61.1,61.56,14203721,WFC,Wells Fargo & Company,Banks
2018-01-04,61.98,63.05,61.91,62.33,18740512,WFC,Wells Fargo & Company,Banks
2018-01-05,62.76,62.81,62.085,62.75,14217871,WFC,Wells Fargo & Company,Banks
2018-01-08,62.66,62.73,61.94,62.04,15569369,WFC,Wells Fargo & Company,Banks
2018-01-09,62.3,62.77,62.07,62.26,15766492,WFC,Wells Fargo & Company,Banks
2018-01-10,62.48,63.4,62.36,63.12,18107523,WFC,Wells Fargo & Company,Banks
2018-01-11,63.65,63.669,62.69,63.01,22074996,WFC,Wells Fargo & Company,Banks
2018-01-12,63.2,63.4,62.05,62.55,25886119,WFC,Wells Fargo & Company,Banks
2018-01-16,62.79,63.15,62.175,62.5,17907786,WFC,Wells Fargo & Company,Banks
2018-01-17,62.85,64.04,62.49,63.88,23892881,WFC,Wells Fargo & Company,Banks
2018-01-18,63.87,64.31,63.86,63.95,16305872,WFC,Wells Fargo & Company,Banks
2018-01-19,64.15,64.2601,63.83,64.22,16524008,WFC,Wells Fargo & Company,Banks
2018-01-22,64.0,64.75,63.97,64.73,12245161,WFC,Wells Fargo & Company,Banks
2018-01-23,64.31,64.85,64.2249,64.49,12937130,WFC,Wells Fargo & Company,Banks
2018-01-24,64.95,65.63,64.8,65.48,20180270,WFC,Wells Fargo & Company,Banks
2018-01-25,65.7,65.85,65.4,65.65,17568706,WFC,Wells Fargo & Company,Banks
2018-01-26,65.89,66.04,65.25,65.93,16251896,WFC,Wells Fargo & Company,Banks
2018-01-29,65.78,66.31,65.66,65.82,16105189,WFC,Wells Fargo & Company,Banks
2018-01-30,65.43,65.93,65.28,65.28,16158886,WFC,Wells Fargo & Company,Banks
2018-01-31,65.27,66.1,65.16,65.78,18147919,WFC,Wells Fargo & Company,Banks
2018-02-01,65.37,66.09,65.06,65.51,15717623,WFC,Wells Fargo & Company,Banks
2018-02-02,65.33,65.5254,63.83,64.07,18905283,WFC,Wells Fargo & Company,Banks
2018-02-05,58.7,59.89,57.5,58.16,103394442,WFC,Wells Fargo & Company,Banks
2018-02-06,56.905,58.5,55.87,57.28,83076895,WFC,Wells Fargo & Company,Banks
2018-02-07,56.94,58.115,56.75,57.54,45550954,WFC,Wells Fargo & Company,Banks
2018-01-02,52.17,52.17,50.16,50.7,2387116,ZION,Zions Bancorporation NA,Banks
2018-01-03,50.69,50.85,50.28,50.64,1575669,ZION,Zions Bancorporation NA,Banks
2018-01-04,51.02,51.6324,50.55,50.85,3309159,ZION,Zions Bancorporation NA,Banks
2018-01-05,51.11,51.2,50.47,50.87,1212178,ZION,Zions Bancorporation NA,Banks
2018-01-08,50.87,51.0,50.48,50.62,1697688,ZION,Zions Bancorporation NA,Banks
2018-01-09,50.87,52.14,50.6517,51.81,1888106,ZION,Zions Bancorporation NA,Banks
2018-01-10,51.85,53.07,51.84,52.35,2790462,ZION,Zions Bancorporation NA,Banks
2018-01-11,52.59,53.23,52.38,53.11,1242825,ZION,Zions Bancorporation NA,Banks
2018-01-12,53.38,53.77,53.05,53.28,1634402,ZION,Zions Bancorporation NA,Banks
2018-01-16,53.66,53.87,52.51,52.9,1512115,ZION,Zions Bancorporation NA,Banks
2018-01-17,53.15,53.54,52.33,53.32,1351086,ZION,Zions Bancorporation NA,Banks
2018-01-18,53.37,53.55,52.69,52.86,1393527,ZION,Zions Bancorporation NA,Banks
2018-01-19,52.63,53.75,52.63,53.73,2438860,ZION,Zions Bancorporation NA,Banks
2018-01-22,53.77,54.22,53.3049,54.16,2546884,ZION,Zions Bancorporation NA,Banks
2018-01-23,53.97,54.88,53.15,54.17,2941449,ZION,Zions Bancorporation NA,Banks
2018-01-24,54.37,54.49,53.06,53.74,2260255,ZION,Zions Bancorporation NA,Banks
2018-01-25,53.87,53.95,52.75,53.02,1964711,ZION,Zions Bancorporation NA,Banks
2018-01-26,53.37,54.07,52.96,54.02,1676676,ZION,Zions Bancorporation NA,Banks
2018-01-29,54.0,55.02,53.85,54.19,2841695,ZION,Zions Bancorporation NA,Banks
2018-01-30,53.71,54.59,53.71,53.93,2444743,ZION,Zions Bancorporation NA,Banks
2018-01-31,53.96,54.86,53.87,54.03,2244164,ZION,Zions Bancorporation NA,Banks
2018-02-01,53.79,55.0,53.59,54.98,3542047,ZION,Zions Bancorporation NA,Banks
2018-02-02,54.77,55.61,53.98,54.15,4533570,ZION,Zions Bancorporation NA,Banks
2018-02-05,53.54,54.16,51.22,51.65,3305284,ZION,Zions Bancorporation NA,Banks
2018-02-06,50.41,52.76,49.761,52.52,3682542,ZION,Zions Bancorporation NA,Banks
2018-02-07,52.23,54.315,52.22,54.02,6427280,ZION,Zions Bancorporation NA,Banks
