date,open,high,low,close,volume,Symbol,Name,Industry
2018-02-01,21.37,21.93,21.32,21.93,8649681,KEY,KeyCorp,Banks
2018-02-02,21.84,22.22,21.69,21.76,15179486,KEY,KeyCorp,Banks
2018-02-05,21.4,21.86,20.48,20.61,12567352,KEY,KeyCorp,Banks
2018-02-06,20.13,21.085,19.9,21.01,18623708,KEY,KeyCorp,Banks
2018-02-07,20.92,21.45,20.85,21.13,12236177,KEY,KeyCorp,Banks
2018-01-02,172.48,172.9,170.0,171.19,424392,MTB,M&T Bank,Banks
2018-01-03,171.01,173.555,170.38,173.11,437559,MTB,M&T Bank,Banks
2018-01-04,173.4,176.71,173.05,173.44,628314,MTB,M&T Bank,Banks
2018-01-05,174.46,176.5,171.79,172.82,549691,MTB,M&T Bank,Banks
2018-01-08,172.64,172.92,171.73,172.42,488878,MTB,M&T Bank,Banks
2018-01-09,173.39,176.57,173.21,174.91,539114,MTB,M&T Bank,Banks
2018-01-10,175.25,178.42,174.92,176.75,549918,MTB,M&T Bank,Banks
2018-01-11,177.33,178.2,176.04,177.99,342002,MTB,M&T Bank,Banks
2018-01-12,178.68,179.49,177.61,178.52,439557,MTB,M&T Bank,Banks
2018-01-16,179.18,179.82,176.84,177.78,607856,MTB,M&T Bank,Banks
2018-01-17,178.5,179.61,175.6,179.21,824808,MTB,M&T Bank,Banks
2018-01-18,180.0,188.7,179.2,186.15,1397247,MTB,M&T Bank,Banks
2018-01-19,187.43,188.85,186.7,188.78,749565,MTB,M&T Bank,Banks
2018-01-22,188.0,188.98,186.78,188.76,649410,MTB,M&T Bank,Banks
2018-01-23,187.35,190.1,187.26,188.83,991937,MTB,M&T Bank,Banks
2018-01-24,189.62,190.07,188.12,189.46,637885,MTB,M&T Bank,Banks
2018-01-25,190.06,190.06,187.26,187.66,597532,MTB,M&T Bank,Banks
2018-01-26,188.3,189.45,187.07,189.37,434404,MTB,M&T Bank,Banks
2018-01-29,189.75,191.93,189.57,189.79,649801,MTB,M&T Bank,Banks
2018-01-30,188.56,191.2,187.865,190.57,614658,MTB,M&T Bank,Banks
2018-01-31,190.54,192.675,189.84,190.78,633101,MTB,M&T Bank,Banks
2018-02-01,190.17,192.91,188.39,192.85,571579,MTB,M&T Bank,Banks
2018-02-02,192.0,193.85,188.7,189.2,568288,MTB,M&T Bank,Banks
2018-02-05,187.43,188.67,179.09,179.81,1000646,MTB,M&T Bank,Banks
2018-02-06,175.31,188.36,175.31,185.06,1421970,MTB,M&T Bank,Banks
2018-02-07,183.83,187.35,183.53,184.97,512533,MTB,M&T Bank,Banks
2018-01-02,18.83,18.93,18.645,18.8,2784425,PBCT,People's United Financial,Banks
2018-01-03,18.73,18.8,18.57,18.72,2472070,PBCT,People's United Financial,Banks
2018-01-04,18.86,19.0064,18.79,18.84,2262828,PBCT,People's United Financial,Banks
2018-01-05,18.92,18.99,18.8,18.94,2132121,PBCT,People's United Financial,Banks
2018-01-08,18.93,18.98,18.75,18.97,2626284,PBCT,People's United Financial,Banks
2018-01-09,19.04,19.345,19.0,19.07,2768436,PBCT,People's United Financial,Banks
2018-01-10,19.17,19.5,19.08,19.25,2180742,PBCT,People's United Financial,Banks
2018-01-11,19.38,19.49,19.25,19.48,1829259,PBCT,People's United Financial,Banks
2018-01-12,19.55,19.63,19.41,19.48,2098732,PBCT,People's United Financial,Banks
2018-01-16,19.6,19.6,19.3,19.39,2783394,PBCT,People's United Financial,Banks
2018-01-17,19.48,19.51,19.24,19.45,2496973,PBCT,People's United Financial,Banks
2018-01-18,19.44,19.56,19.315,19.43,3653679,PBCT,People's United Financial,Banks
2018-01-19,19.87,20.12,19.58,20.08,6113046,PBCT,People's United Financial,Banks
2018-01-22,19.95,20.07,19.82,20.02,3973888,PBCT,People's United Financial,Banks
2018-01-23,19.87,20.11,19.8322,20.06,2739376,PBCT,People's United Financial,Banks
2018-01-24,20.11,20.14,19.85,19.94,2084089,PBCT,People's United Financial,Banks
2018-01-25,19.99,20.05,19.86,19.91,4205172,PBCT,People's United Financial,Banks
2018-01-26,19.92,20.0,19.75,19.92,2181538,PBCT,People's United Financial,Banks
2018-01-29,19.92,19.99,19.73,19.76,2300149,PBCT,People's United Financial,Banks
2018-01-30,19.71,19.93,19.65,19.66,3315603,PBCT,People's United Financial,Banks
2018-01-31,19.59,19.75,19.49,19.67,6456227,PBCT,People's United Financial,Banks
2018-02-01,19.62,19.83,19.525,19.81,2966512,PBCT,People's United Financial,Banks
2018-02-02,19.74,19.99,19.6,19.63,3028480,PBCT,People's United Financial,Banks
2018-02-05,19.55,19.71,19.005,19.01,6518371,PBCT,People's United Financial,Banks
2018-02-06,18.65,19.205,18.28,19.12,5110386,PBCT,People's United Financial,Banks
2018-02-07,19.05,19.39,18.97,19.2,3537968,PBCT,People's United Financial,Banks
2018-01-02,145.25,145.46,143.96,144.62,2824938,PNC,The PNC Financial Services Group,Banks
2018-01-03,144.6,145.36,144.305,144.59,2423185,PNC,The PNC Financial Services Group,Banks
2018-01-04,145.07,147.12,144.45,144.6,3292507,PNC,The PNC Financial Services Group,Banks
2018-01-05,145.14,145.37,143.94,144.78,2079393,PNC,The PNC Financial Services Group,Banks
2018-01-08,144.5,145.74,144.27,145.05,2564879,PNC,The PNC Financial Services Group,Banks
2018-01-09,145.99,149.035,145.36,147.82,2438234,PNC,The PNC Financial Services Group,Banks
2018-01-10,148.48,151.105,148.0,149.62,1960948,PNC,The PNC Financial Services Group,Banks
2018-01-11,150.42,151.49,149.84,151.49,2396951,PNC,The PNC Financial Services Group,Banks
2018-01-12,152.33,153.5,150.0,151.84,3275203,PNC,The PNC Financial Services Group,Banks
2018-01-16,152.81,154.9,151.53,152.26,2688296,PNC,The PNC Financial Services Group,Banks
2018-01-17,152.99,154.9288,151.84,154.23,2738544,PNC,The PNC Financial Services Group,Banks
2018-01-18,153.7,154.89,152.94,153.71,2680021,PNC,The PNC Financial Services Group,Banks
2018-01-19,154.36,156.149,154.1,155.25,2735639,PNC,The PNC Financial Services Group,Banks
2018-01-22,155.12,155.72,154.31,155.72,1856578,PNC,The PNC Financial Services Group,Banks
2018-01-23,154.6,156.51,154.33,155.77,2313114,PNC,The PNC Financial Services Group,Banks
2018-01-24,155.69,158.27,155.69,157.74,1828774,PNC,The PNC Financial Services Group,Banks
2018-01-25,158.35,158.69,157.35,157.8,2054779,PNC,The PNC Financial Services Group,Banks
2018-01-26,158.02,158.75,157.08,158.66,1930106,PNC,The PNC Financial Services Group,Banks
2018-01-29,158.45,160.07,158.4,159.21,1686606,PNC,The PNC Financial Services Group,Banks
2018-01-30,158.25,159.42,157.14,157.9,2372746,PNC,The PNC Financial Services Group,Banks
2018-01-31,158.4,159.43,157.43,158.02,1921785,PNC,The PNC Financial Services Group,Banks
2018-02-01,157.41,159.84,157.1,159.15,2016556,PNC,The PNC Financial Services Group,Banks
2018-02-02,158.66,159.44,157.37,157.97,2782046,PNC,The PNC Financial Services Group,Banks
2018-02-05,156.18,157.74,149.3,150.32,5096882,PNC,The PNC Financial Services Group,Banks
2018-02-06,147.02,154.76,146.34,154.29,4582150,PNC,The PNC Financial Services Group,Banks
2018-02-07,153.75,156.87,153.39,155.0,2495546,PNC,The PNC Financial Services Group,Banks
2018-01-02,17.39,17.44,17.24,17.37,9950968,RF,Regions Financial,Banks
2018-01-03,17.33,17.47,17.285,17.4,8324642,RF,Regions Financial,Banks
2018-01-04,17.54,17.73,17.5,17.54,10343281,RF,Regions Financial,Banks
2018-01-05,17.6,17.64,17.33,17.49,10765041,RF,Regions Financial,Banks
2018-01-08,17.45,17.52,17.33,17.47,8292237,RF,Regions Financial,Banks
2018-01-09,17.5,17.92,17.5,17.78,9190339,RF,Regions Financial,Banks
2018-01-10,17.84,18.26,17.8,18.08,10142064,RF,Regions Financial,Banks
2018-01-11,18.13,18.27,18.06,18.2,6331325,RF,Regions Financial,Banks
2018-01-12,18.31,18.37,18.2,18.28,7141649,RF,Regions Financial,Banks
2018-01-16,18.37,18.43,18.05,18.16,9776145,RF,Regions Financial,Banks
2018-01-17,18.21,18.42,17.9,18.36,10112942,RF,Regions Financial,Banks
2018-01-18,18.35,18.549,18.1,18.15,11732949,RF,Regions Financial,Banks
2018-01-19,18.35,18.705,18.29,18.67,15230226,RF,Regions Financial,Banks
2018-01-22,18.9,19.17,18.695,19.16,13579464,RF,Regions Financial,Banks
2018-01-23,19.1,19.48,18.98,19.36,18157477,RF,Regions Financial,Banks
2018-01-24,19.38,19.6,19.28,19.43,18690072,RF,Regions Financial,Banks
2018-01-25,19.51,19.55,19.125,19.14,11805027,RF,Regions Financial,Banks
2018-01-26,19.26,19.38,19.12,19.38,8528999,RF,Regions Financial,Banks
2018-01-29,19.34,19.5,19.22,19.26,8093874,RF,Regions Financial,Banks
2018-01-30,19.09,19.32,19.0637,19.15,6516731,RF,Regions Financial,Banks
2018-01-31,19.18,19.43,19.14,19.23,9979454,RF,Regions Financial,Banks
2018-02-01,19.19,19.6,19.15,19.54,9505133,RF,Regions Financial,Banks
2018-02-02,19.55,19.9,19.2,19.25,14249800,RF,Regions Financial,Banks
2018-02-05,19.02,19.38,18.36,18.46,17764456,RF,Regions Financial,Banks
2018-02-06,18.09,18.77,17.73,18.67,20334870,RF,Regions Financial,Banks
2018-02-07,18.55,19.2,18.51,18.96,14037332,RF,Regions Financial,Banks
2018-01-02,54.05,54.34,53.7934,54.03,5367744,USB,U.S. Bancorp,Banks
2018-01-03,54.0,54.765,53.95,54.56,5043782,USB,U.S. Bancorp,Banks
2018-01-04,54.69,55.515,54.6,54.98,7583596,USB,U.S. Bancorp,Banks
2018-01-05,55.43,55.5,54.95,55.32,6863236,USB,U.S. Bancorp,Banks
2018-01-08,55.17,55.53,55.14,55.4,6817351,USB,U.S. Bancorp,Banks
2018-01-09,55.55,56.27,55.48,55.78,6392061,USB,U.S. Bancorp,Banks
